record_id,Mã Sản Phẩm,Tên sản phẩm,Bán chạy,Ảnh,Ảnh báo giá(1 ảnh rõ sản phẩm),sp ưu tiên,Nhóm công việc,Media,Mô tả,Danh mục,Thể Loại,Đơn vị,Quy CáchGhép SP,Kích thước,Khối lượng (m3),Trọng lượng (tấn),Đá xanh đen,Đá xanh rêu,Đá xám BĐ,Đá GRN đen Ấn Độ,Ghi chú,Video,Link ảnh,GÁN MÃ ẢNH,Link ảnh có mã
recvfYNnn5Z836,CT01.4,Cuốn thư 1470,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/YwokbY4m3okPn9xZcs9lkNhVgog/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/VAn3bwirnoEMj9xWLuelwPQig5g/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Ko5cbcQiXo5hygxwDn8la8hYgLb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/BKDmbueGtoX8KcxVs0Jl7xy9gvd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/AYGJbdq8AoAjU4xt0uxljIsngPe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/UXDwbTxSvoMr6lxVLwwl9fKtgpg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/KysZbDnTYonpCBxFbdxlBr1ngqh/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Em0YbnxweoEhZUx5uTYlu4TPgwO/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/SZu7b8IMzoA8TQxnrdqlkUQwgUb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/UAsCbgNCJotNa6xuocBlSIrOgZf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/MYvIboYJbo7oRCxs3SplQFWWgRe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/BczEbUaVEoi1ORx8TLwlEvl6gSb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Hp3TbSzqNoySjXxT1U7l5pS5guc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/ERPgbFVs4oeoIyxb9L4lL2R7gth/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Sh42bJG3GoH238xWHnvlfszzgph/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/AnLWbHgZ8of93JxzKaTlRkugg6c/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/OYkcbQ5c8oHbmDxIM21lXuxNg7z/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,"PJ025,PJ028,PJ055,PJ072",,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 900x1355x150mm
Đế cuốn thư: 1470x300x300mm",0.315,0.945,14400000,18900000,23625000,44585000,,https://open.larksuite.com/open-apis/drive/v1/medias/ICpLb2fnwoFleXx5gfFlPs0Jg1c/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A40%3A08.964-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745932/111_zhifdp.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745933/113_kgp0is.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745933/114_qtojmz.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745944/112_cltacf.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745934/89_bmvce5.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745933/93_i0e1mm.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745933/90_gfgn3l.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745943/91_zaph72.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745936/92_fy3z2a.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745934/53_bklzmo.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745937/52_f9jknf.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745939/50_s2og47.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745942/51_oy3jiv.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745938/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_51_jiabx2.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745937/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_52_oqqomh.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT01.4,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745937/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_50_wdavic.png"
recvfYNnn5Yntv,CT02,Cuốn thư 1370,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/QY6IbNHo2og2WQxVs0UlUGoHgmb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/WVjBbDRr8oKFsox4phSliAzBgVb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/IjVmbfCpOojv2Kx2Lxtl7QkAgxf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/FNYnbd2MOoNVmzxWOYVlvyTSgKe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Z9NnbMd0WohMXQxYkbzlVldwgxg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/G9VQbOxDeoM0NAxJcWUlWsTmgLd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Q7bVb3mG5oCTDDxeyY6l4rB0gNe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/KsY1bY8KDojaWQx79C6lwqJOgBd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/BiC7bvmehos0IXxcsQ1lBXaCgdb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/CXrxbimIQomXLCx8ydVlBWEQgug/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/UaVsbE7nCoBmppx58pDlGQcmgDg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/YP3EbSi16ojvaBxMHFsl3R8ogxh/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/N4fybPDOmo4YDOxfqQGlWYCygub/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/PH1Wb9jftoJjdZxzWBPlksvngzc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/HSQubr9RcombUxxfFsQlLp2OgKb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/OYkcbQ5c8oHbmDxIM21lXuxNg7z/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,"PJ025,PJ028,PJ055,PJ072",,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 834x1255x150mm
Đế cuốn thư: 1370x247x300mm",0.258,0.774,11794000,15480000,19350000,36517000,,https://open.larksuite.com/open-apis/drive/v1/medias/VidIb1UOoo9qFRxNR9Ul6zTYgYe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A40%3A18.516-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745935/111_s4makd.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745935/113_jqgwqq.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745937/114_vhkn9p.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745949/112_nnwga6.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745940/89_w3t2pf.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745937/93_wzou2t.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745940/91_ervarm.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745939/90_jq1a2s.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745938/92_pcpwet.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745939/53_fhizb1.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745941/52_kkpmze.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745943/50_ubfzsa.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745940/51_w30wiq.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745942/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_50_ywvj92.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745941/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_52_t5dw50.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT02,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745941/Thi%E1%BA%BFt_k%E1%BA%BF_ch%C6%B0a_c%C3%B3_t%C3%AAn_51_soqtj7.png"
recvfYNnn57pIy,CT03,Cuốn thư 1200,,,,,,,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 1090x765x150 mm
Đế cuốn thư: 1200x280x200mm",0.192,0.576,8777000,11520000,14400000,27175000,,,,Không,
recvfYNnn5R3vM,CT04,Cuốn thư cột 1670,,,,,,,,Trường Tồn,Cuốn thư,bộ,8,"Thân cuốn thư: 1210x780x150 mm
Đế cuốn thư: 1130x250x250mm
Cột: 170x170x1180mm",0.365,1.095,16686000,21900000,27375000,51662000,,,,Không,
recvfYNnn54cvg,CT05,Cuốn thư cột 1970,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/DSPGbV4ItoP70Zx9i7qlKCg2gFf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/TL7EbwCPZoQPvtxJ3t1lQwBIgqf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/WuGWbCB6eokNB0xskZulplfxgyb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/TXS4bl9Z8oDCHZxncQmlIpSGgfb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/Htn7bcjCLoMpaoxdaaBl1bgRgEd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ042,,Trường Tồn,Cuốn thư,bộ,8,"Thân cuốn thư: 1450x970x150 mm
Đế cuốn thư: 1400x250x250mm
Cột: 200x200x1260mm",0.499,1.497,22811000,29940000,37425000,70628000,,https://open.larksuite.com/open-apis/drive/v1/medias/LwKlbwNWZodrSNxXctelCkvwgOb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A40%3A29.066-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT05,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745973/57_i3rx3q.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT05,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745972/54_ixgja4.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT05,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745972/56_lqsxqp.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:CT05,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778745973/55_hcxb4w.png"
recvfYNnn5YqOj,CT06,Cuốn thư cột 2170,,,,,,PJ032,,Trường Tồn,Cuốn thư,bộ,8,"Thân cuốn thư: 1650x1200x150 mm
Đế cuốn thư: 1600x250x250mm
Cột: 200x200x1460mm",0.618,1.854,28251000,37080000,46350000,87471000,,,,Không,
recvfYNnn5VAl5,CT06.1,Cuốn thư cột 2750,,,,,,PJ032,,Trường Tồn,Cuốn thư,bộ,12,"Thân cuốn thư: 1650x1200x150 mm
Đế cuốn thư: 1600x250x250mm
Cột: 200x200x1460mm",0.953,2.859,43566000,57180000,71475000,134886000,,,,Không,
recvfYNnn5Szxq,CT07,Cuốn thư 3200,,,,,,,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 3000x1550x200mm
Đế cuốn thư: 3200x400x300mm",1.314,3.942,60069000,78840000,98550000,185982000,,,,Không,
recvfYNnn5rspK,CT08,Cuốn thư 1470,,,,,,,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 1350x740x150 mm
Đế cuốn thư: 1470x300x230mm
",0.251,0.753,11474000,15060000,18825000,35526000,,,,Không,
recvfYNnn5tSHw,CT09,Cuốn thư 2230,,,,,,,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 2230x1060x160 mm
Đế cuốn thư: 2230x320x300mm
",0.592,1.776,27063000,35520000,44400000,83791000,,,,Không,
recvfYNnn5apYe,CT10,Cuốn thư 1780,,,,,,,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 1320x900x150 mm
Đế cuốn thư: 1780x370x300mm
",0.376,1.128,17189000,22560000,28200000,53218000,,,,Không,
recvfYNnn5frds,CT11,Cuốn thư 1350,,,,,,,,Trường Tồn,Cuốn thư,bộ,3,"Thân cuốn thư: 1180x900x150 mm
Đế cuốn thư: 1350x220x300mm
",0.248,0.744,11337000,14880000,18600000,35102000,,,,Không,
recvfYNnn5KmBE,TS01,TAM SƠN,,,,,,,,An Tâm,Tam sơn,bộ,2,KT: D2900xC1960 mm,0.797,2.391,33122000,43473000,52743000,107829000,,,,Không,
recvfYNnn5WRVk,BL01,BÀN LỄ,,,,,,,,An Tâm,Tam sơn,bộ,2,KT: D870xR400XC680mm,0.156,0.468,6483000,8509000,10324000,21106000,,,,Không,
recvfYNnn5b45W,TS01.1,TAM SƠN,,,,,,,,An Tâm,Tam sơn,bộ,2,KT: D3300xC1960 mm,0.944,2.832,39231000,51491000,62471000,127718000,,,,Không,
recvfYNnn53sOw,TS02,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,2,KT: D4800xC2160 mm,1.445,4.335,66057000,86700000,108375000,204523000,,,,Không,
recvfYNnn5CIDV,TS03,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,2,KT: D5000xC2160,1.14,3.420,52114000,68400000,85500000,161354000,,,,Không,
recvfYNnn5kSxx,TS04,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,2,KT: D4190xC2545mm,1.318,3.954,60251000,79080000,98850000,186548000,,,,Không,
recvfYNnn5Px4T,TS05,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,2,KT: D4000xC2535mm,1.269,3.807,58011000,76140000,95175000,179612000,,,,Không,
recvfYNnn5HmiK,TS06,TAM SƠN,,,,,,,,An Tâm,Tam sơn,bộ,8,KT: D2240xC1340mm,0.427,1.281,17745000,23291000,28257000,57771000,,,,Không,
recvfYNnn5mU57,TS07,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,8,KT: D3600xC2150mm,1.006,3.018,45989000,60360000,75450000,142388000,,,,Không,
recvfYNnn5EKuo,TS08,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,8,KT: 3400x2020mm,0.82,2.460,37486000,49200000,61500000,116062000,,,,Không,
recvfYNnn5Frmj,TS09,TAM SƠN,,,,,,,,Trường Tồn,Tam sơn,bộ,12,KT: D3000xC2240mm,0.808,2.424,36937000,48480000,60600000,114363000,,,,Không,
recvfYNnn5VDqH,BL09,BÀN LỄ,,,,,,,,An Tâm,Tam sơn,bộ,2,KT: D890xR480xC670mm,0.175,0.525,7273000,9545000,11581000,23676000,,,,Không,
recvg4MPg9yCjG,CT14,CUỐN THƯ 1370,,https://open.larksuite.com/open-apis/drive/v1/medias/R3ErblMT4oE6rWxYzVilFYaJg2f/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Meq7bZscboLwHOxgzwalKF55ghg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Yag0bb6NnoYF5Lxg08WllQHEgQe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/LtU5bPvK5o5jQCxSRrJlPpWjgfd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,Đơn giản,PJ002,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 834x1255x150mm
Đế cuốn thư: 1370x247x300mm",0.258,0.774,11794000,15480000,19350000,36517000,,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A40%3A40.852-04%3A00.mp4,Có,
recvgiWwEe4uFR,CT14.1,CUỐN THƯ 1170,,https://open.larksuite.com/open-apis/drive/v1/medias/WPLbbiN9QoMeh0xjelSlbWQNgQb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/VOOsbpfo0oHKm2xHBwzlPwszgxf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/PtbzbuvWToycbQxDG8vlh1AOgnf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/DI2sbTSp3oC5EhxAAVdlQB84gpe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,Đơn giản,PJ002,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 710x1070x140mm
Đế cuốn thư: 1170x210x270mm",0.173,0.519,7909000,10380000,12975000,24486000,,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A40%3A54.729-04%3A00.mp4,Có,
recvgiX1D6rvru,CT14.2,CUỐN THƯ 1570,,https://open.larksuite.com/open-apis/drive/v1/medias/UdZXbLZOPoGh1mxOdg4lX7uKgKb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/TZkmbiesToUXWbxOpd3lEqGgg8f/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/NoDXbYQmUo5NtUxRQUMlMkALgIE/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/AePcbaNP9omMq4xcfd3lXd35gHe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,Đơn giản,PJ002,,Trường Tồn,Cuốn thư,bộ,2,"Thân cuốn thư: 970x1455x150mm
Đế cuốn thư: 1570x300x300mm",0.353,1.059,16137000,21180000,26475000,49963000,,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A41%3A08.977-04%3A00.mp4,Có,
